Regulation ID,Regulation Name,Regulation Status,Oversight Group,Risk Rating,Sub-Requirement ID,Sub-Requirement Name,Control ID,Control Name,Impacted Location
REG-00005986,Regulation 0000EIHF,Active,Risk Group,High ,RQMT-00021534,Sub-Requirement KJNLM,,,Canada
REG-00005986,Regulation 0000EIHF,Active,Risk Group,High ,RQMT-00021533,Sub-Requirement KJNLL,,,"Canada,US"
REG-00005986,Regulation 0000EIHF,Active,Risk Group,High ,RQMT-00021510,Sub-Requirement KJNJ0,,,"Canada,Europe,US"
REG-00005986,Regulation 0000EIHF,Active,Risk Group,High ,,,CTRL-00002539,Control  - HZHKIBWUKCVMQL,"Canada,Europe,US"
REG-00005986,Regulation 0000EIHF,Active,Risk Group,High ,,,CTRL-00002427,Control  - QKEAQXDTDAIOYT,"Canada,US"
REG-00005986,Regulation 0000EIHF,Active,Risk Group,High ,RQMT-00021532,Sub-Requirement KJNLK,,,"Canada,US"
REG-00005986,Regulation 0000EIHF,Active,Risk Group,High ,RQMT-00021531,Sub-Requirement KJNLJ,,,"Canada,US"
REG-00005986,Regulation 0000EIHF,Active,Risk Group,High ,RQMT-00021509,Sub-Requirement KJN0R,,,Canada
REG-00005986,Regulation 0000EIHF,Active,Risk Group,High ,RQMT-00021508,Sub-Requirement KJN0Q,,,"Canada,Europe,US"
REG-00005986,Regulation 0000EIHF,Active,Risk Group,High ,,,CTRL-00002423,Control  - MXCGTQKLHGJPZC,"Canada,US"
REG-00005986,Regulation 0000EIHF,Active,Risk Group,High ,RQMT-00021530,Sub-Requirement KJNL0,,,Canada
REG-00005986,Regulation 0000EIHF,Active,Risk Group,High ,RQMT-00021529,Sub-Requirement KJNKR,,,"Canada,Europe,US"
REG-00005986,Regulation 0000EIHF,Active,Risk Group,High ,RQMT-00021507,Sub-Requirement KJN0P,,,Canada
REG-00005986,Regulation 0000EIHF,Active,Risk Group,High ,,,CTRL-00002422,Control  - XLGDFODMVFHYWR,"Canada,US"
REG-00005986,Regulation 0000EIHF,Active,Risk Group,High ,,,CTRL-00002417,Control  - OUNTZLRMYIBZJV,"Canada,US"
REG-00005986,Regulation 0000EIHF,Active,Risk Group,High ,RQMT-00021528,Sub-Requirement KJNKQ,,,"Canada,US"
REG-00005986,Regulation 0000EIHF,Active,Risk Group,High ,RQMT-00021527,Sub-Requirement KJNKP,,,"Canada,US"
REG-00005986,Regulation 0000EIHF,Active,Risk Group,High ,RQMT-00021506,Sub-Requirement KJN0O,,,"Canada,US"
REG-00005986,Regulation 0000EIHF,Active,Risk Group,High ,,,CTRL-00002416,Control  - JZNURKVRWDTWRL,"Canada,Europe,US"
REG-00005986,Regulation 0000EIHF,Active,Risk Group,High ,,,CTRL-00002146,Control  - DMXXNUIKXGWKNM,Canada
REG-00005986,Regulation 0000EIHF,Active,Risk Group,High ,,,CTRL-00002120,Control  - FYKYLFXFOCXCCK,"Canada,Europe,US"
REG-00005986,Regulation 0000EIHF,Active,Risk Group,High ,RQMT-00021505,Sub-Requirement KJN0N,,,"Canada,Europe,US"
REG-00005987,Regulation 0000EIHG,Expired,Risk Group,Medium ,RQMT-00008007,Sub-Requirement 0Q00P,,,Canada
REG-00005987,Regulation 0000EIHG,Expired,Risk Group,Medium ,,,CTRL-00002287,Control  - QWKMAWSUZMKPPI,Canada
REG-00005987,Regulation 0000EIHG,Expired,Risk Group,Medium ,,,CTRL-00002286,Control  - BOINZHAEXSXFFI,"Canada,Europe,US"
REG-00005987,Regulation 0000EIHG,Expired,Risk Group,Medium ,,,CTRL-00000111,Control  - MFMDOXCJRPERCP,Canada
REG-00005987,Regulation 0000EIHG,Expired,Risk Group,Medium ,,,,,"Canada,US"
REG-00005987,Regulation 0000EIHG,Expired,Risk Group,Medium ,,,,,"Canada,US"
REG-00005987,Regulation 0000EIHG,Expired,Risk Group,Medium ,,,,,"Canada,US"
REG-00005987,Regulation 0000EIHG,Expired,Risk Group,Medium ,RQMT-00008042,Sub-Requirement 0Q0MK,,,"Canada,US"
REG-00005987,Regulation 0000EIHG,Expired,Risk Group,Medium ,RQMT-00008039,Sub-Requirement 0Q0LR,,,"Canada,US"
REG-00005989,Regulation 0000EIHI,Expired,Risk Group,High ,,,,,Canada
REG-00005989,Regulation 0000EIHI,Expired,Risk Group,High ,,,,,"Canada,US"
REG-00005989,Regulation 0000EIHI,Expired,Risk Group,High ,RQMT-00007823,Sub-Requirement 0PQKL,,,Canada
REG-00005989,Regulation 0000EIHI,Expired,Risk Group,High ,RQMT-00007819,Sub-Requirement 0PQJR,,,"Canada,US"
REG-00005989,Regulation 0000EIHI,Expired,Risk Group,High ,RQMT-00007798,Sub-Requirement 0PPRQ,,,Canada
REG-00005989,Regulation 0000EIHI,Expired,Risk Group,High ,RQMT-00007790,Sub-Requirement 0PPR0,,,Canada
REG-00005989,Regulation 0000EIHI,Expired,Risk Group,High ,RQMT-00007789,Sub-Requirement 0PPQR,,,Canada
REG-00005989,Regulation 0000EIHI,Expired,Risk Group,High ,RQMT-00007788,Sub-Requirement 0PPQQ,,,"Canada,Europe,US"
REG-00005989,Regulation 0000EIHI,Expired,Risk Group,High ,RQMT-00007787,Sub-Requirement 0PPQP,,,"Canada,US"
REG-00005989,Regulation 0000EIHI,Expired,Risk Group,High ,RQMT-00007775,Sub-Requirement 0PPPN,,,"Canada,US"
REG-00005989,Regulation 0000EIHI,Expired,Risk Group,High ,RQMT-00007770,Sub-Requirement 0PPP0,,,"Canada,Europe,US"
REG-00005989,Regulation 0000EIHI,Expired,Risk Group,High ,RQMT-00007769,Sub-Requirement 0PPOR,,,"Canada,US"
REG-00005989,Regulation 0000EIHI,Expired,Risk Group,High ,RQMT-00007768,Sub-Requirement 0PPOQ,,,Canada
REG-00005989,Regulation 0000EIHI,Expired,Risk Group,High ,RQMT-00007727,Sub-Requirement 0PPKP,,,"Canada,Europe,US"
REG-00005989,Regulation 0000EIHI,Expired,Risk Group,High ,RQMT-00007726,Sub-Requirement 0PPKO,,,"Canada,US"
REG-00005989,Regulation 0000EIHI,Expired,Risk Group,High ,RQMT-00007722,Sub-Requirement 0PPKK,,,"Canada,Europe,US"
REG-00005989,Regulation 0000EIHI,Expired,Risk Group,High ,RQMT-00007716,Sub-Requirement 0PPJO,,,Canada
REG-00005989,Regulation 0000EIHI,Expired,Risk Group,High ,,,CTRL-00002287,Control  - QWKMAWSUZMKPPI,"Canada,US"
REG-00005989,Regulation 0000EIHI,Expired,Risk Group,High ,,,,,"Canada,Europe,US"
REG-00005989,Regulation 0000EIHI,Expired,Risk Group,High ,,,,,Canada
REG-00005989,Regulation 0000EIHI,Expired,Risk Group,High ,,,,,"Canada,US"
REG-00005990,Regulation 0000EII0,Active,Risk Group,High ,RQMT-00021552,Sub-Requirement KJNNK,,,Canada
REG-00005990,Regulation 0000EII0,Active,Risk Group,High ,RQMT-00021550,Sub-Requirement KJNN0,,,"Canada,US"
REG-00005990,Regulation 0000EII0,Active,Risk Group,High ,RQMT-00021549,Sub-Requirement KJNMR,,,Canada
REG-00005990,Regulation 0000EII0,Active,Risk Group,High ,RQMT-00021548,Sub-Requirement KJNMQ,,,"Canada,Europe,US"
REG-00005990,Regulation 0000EII0,Active,Risk Group,High ,RQMT-00021547,Sub-Requirement KJNMP,,,"Canada,Europe,US"
REG-00005990,Regulation 0000EII0,Active,Risk Group,High ,RQMT-00021546,Sub-Requirement KJNMO,,,Canada
REG-00005990,Regulation 0000EII0,Active,Risk Group,High ,RQMT-00021545,Sub-Requirement KJNMN,,,"Canada,Europe,US"
REG-00005990,Regulation 0000EII0,Active,Risk Group,High ,RQMT-00021544,Sub-Requirement KJNMM,,,"Canada,Europe,US"
REG-00005990,Regulation 0000EII0,Active,Risk Group,High ,RQMT-00021543,Sub-Requirement KJNML,,,"Canada,Europe,US"
REG-00005990,Regulation 0000EII0,Active,Risk Group,High ,RQMT-00021542,Sub-Requirement KJNMK,,,Canada
REG-00005990,Regulation 0000EII0,Active,Risk Group,High ,RQMT-00021541,Sub-Requirement KJNMJ,,,"Canada,US"
REG-00005990,Regulation 0000EII0,Active,Risk Group,High ,RQMT-00021539,Sub-Requirement KJNLR,,,"Canada,Europe,US"
REG-00005990,Regulation 0000EII0,Active,Risk Group,High ,RQMT-00021537,Sub-Requirement KJNLP,,,"Canada,Europe,US"
REG-00005990,Regulation 0000EII0,Active,Risk Group,High ,,,CTRL-00003690,Control  - PSVVNFEGPDYQCH,Canada
REG-00005990,Regulation 0000EII0,Active,Risk Group,High ,,,CTRL-00002354,Control  - EGPUXBXHGAMMEQ,Canada
REG-00005990,Regulation 0000EII0,Active,Risk Group,High ,,,CTRL-00002352,Control  - LVMSYFNFVEOUKH,Canada
REG-00005990,Regulation 0000EII0,Active,Risk Group,High ,,,CTRL-00002264,Control  - KUKTOFXBSOZDHX,Canada
REG-00005990,Regulation 0000EII0,Active,Risk Group,High ,,,CTRL-00002141,Control  - PHRFVYEUPVGJTP,"Canada,US"
REG-00005990,Regulation 0000EII0,Active,Risk Group,High ,,,CTRL-00002140,Control  - TJKBLVNWIWEKWN,"Canada,Europe,US"
REG-00005990,Regulation 0000EII0,Active,Risk Group,High ,,,,,"Canada,Europe,US"
REG-00005990,Regulation 0000EII0,Active,Risk Group,High ,,,,,"Canada,US"
REG-00005990,Regulation 0000EII0,Active,Risk Group,High ,,,,,Canada
REG-00005990,Regulation 0000EII0,Active,Risk Group,High ,,,,,Canada
REG-00005990,Regulation 0000EII0,Active,Risk Group,High ,RQMT-00022044,Sub-Requirement KK0MM,,,Canada
REG-00005991,Regulation 0000EIIA,Active,Risk Group,High ,RQMT-00021355,Sub-Requirement KJLNN,,,"Canada,Europe,US"
REG-00005991,Regulation 0000EIIA,Active,Risk Group,High ,RQMT-00022070,Sub-Requirement KK0P0,,,"Canada,US"
REG-00005991,Regulation 0000EIIA,Active,Risk Group,High ,RQMT-00022069,Sub-Requirement KK0OR,,,Canada
REG-00005991,Regulation 0000EIIA,Active,Risk Group,High ,RQMT-00022068,Sub-Requirement KK0OQ,,,Canada
REG-00005991,Regulation 0000EIIA,Active,Risk Group,High ,RQMT-00021991,Sub-Requirement KJRRJ,,,Canada
REG-00005991,Regulation 0000EIIA,Active,Risk Group,High ,RQMT-00021990,Sub-Requirement KJRR0,,,"Canada,Europe,US"
REG-00005991,Regulation 0000EIIA,Active,Risk Group,High ,RQMT-00022141,Sub-Requirement KKJMJ,,,Canada
REG-00005991,Regulation 0000EIIA,Active,Risk Group,High ,RQMT-00022140,Sub-Requirement KKJM0,,,Canada
REG-00005991,Regulation 0000EIIA,Active,Risk Group,High ,RQMT-00022139,Sub-Requirement KKJLR,,,"Canada,US"
REG-00005991,Regulation 0000EIIA,Active,Risk Group,High ,RQMT-00022108,Sub-Requirement KKJ0Q,,,"Canada,Europe,US"
REG-00005991,Regulation 0000EIIA,Active,Risk Group,High ,RQMT-00022107,Sub-Requirement KKJ0P,,,"Canada,Europe,US"
REG-00005991,Regulation 0000EIIA,Active,Risk Group,High ,RQMT-00022106,Sub-Requirement KKJ0O,,,"Canada,Europe,US"
REG-00005991,Regulation 0000EIIA,Active,Risk Group,High ,RQMT-00022067,Sub-Requirement KK0OP,,,"Canada,Europe,US"
REG-00005991,Regulation 0000EIIA,Active,Risk Group,High ,RQMT-00022066,Sub-Requirement KK0OO,,,Canada
REG-00005991,Regulation 0000EIIA,Active,Risk Group,High ,RQMT-00022065,Sub-Requirement KK0ON,,,Canada
REG-00005991,Regulation 0000EIIA,Active,Risk Group,High ,RQMT-00021989,Sub-Requirement KJRQR,,,"Canada,US"
REG-00005991,Regulation 0000EIIA,Active,Risk Group,High ,RQMT-00022138,Sub-Requirement KKJLQ,,,"Canada,US"
REG-00005991,Regulation 0000EIIA,Active,Risk Group,High ,RQMT-00022137,Sub-Requirement KKJLP,,,"Canada,US"
REG-00005991,Regulation 0000EIIA,Active,Risk Group,High ,RQMT-00022105,Sub-Requirement KKJ0N,,,"Canada,US"
REG-00005991,Regulation 0000EIIA,Active,Risk Group,High ,RQMT-00022104,Sub-Requirement KKJ0M,,,"Canada,Europe,US"
REG-00005991,Regulation 0000EIIA,Active,Risk Group,High ,RQMT-00022103,Sub-Requirement KKJ0L,,,"Canada,Europe,US"
REG-00005991,Regulation 0000EIIA,Active,Risk Group,High ,RQMT-00022064,Sub-Requirement KK0OM,,,"Canada,Europe,US"
REG-00005991,Regulation 0000EIIA,Active,Risk Group,High ,RQMT-00022063,Sub-Requirement KK0OL,,,"Canada,US"
REG-00005991,Regulation 0000EIIA,Active,Risk Group,High ,RQMT-00022022,Sub-Requirement KK0KK,,,"Canada,US"
REG-00005991,Regulation 0000EIIA,Active,Risk Group,High ,RQMT-00021988,Sub-Requirement KJRQQ,,,Canada
REG-00005991,Regulation 0000EIIA,Active,Risk Group,High ,RQMT-00021987,Sub-Requirement KJRQP,,,"Canada,US"
REG-00005991,Regulation 0000EIIA,Active,Risk Group,High ,RQMT-00022136,Sub-Requirement KKJLO,,,Canada
REG-00005991,Regulation 0000EIIA,Active,Risk Group,High ,RQMT-00022135,Sub-Requirement KKJLN,,,Canada
REG-00005991,Regulation 0000EIIA,Active,Risk Group,High ,RQMT-00022134,Sub-Requirement KKJLM,,,Canada
REG-00005991,Regulation 0000EIIA,Active,Risk Group,High ,RQMT-00022102,Sub-Requirement KKJ0K,,,"Canada,US"
REG-00005991,Regulation 0000EIIA,Active,Risk Group,High ,RQMT-00022101,Sub-Requirement KKJ0J,,,"Canada,Europe,US"
REG-00005991,Regulation 0000EIIA,Active,Risk Group,High ,RQMT-00022018,Sub-Requirement KK0JQ,,,Canada
REG-00005991,Regulation 0000EIIA,Active,Risk Group,High ,RQMT-00022017,Sub-Requirement KK0JP,,,"Canada,US"
REG-00005991,Regulation 0000EIIA,Active,Risk Group,High ,RQMT-00022016,Sub-Requirement KK0JO,,,Canada
REG-00005991,Regulation 0000EIIA,Active,Risk Group,High ,RQMT-00022625,Sub-Requirement KKOKN,,,Canada
REG-00005991,Regulation 0000EIIA,Active,Risk Group,High ,RQMT-00022232,Sub-Requirement KKKLK,,,Canada
REG-00005991,Regulation 0000EIIA,Active,Risk Group,High ,RQMT-00022231,Sub-Requirement KKKLJ,,,Canada
REG-00005991,Regulation 0000EIIA,Active,Risk Group,High ,RQMT-00022230,Sub-Requirement KKKL0,,,"Canada,Europe,US"
REG-00005991,Regulation 0000EIIA,Active,Risk Group,High ,RQMT-00022133,Sub-Requirement KKJLL,,,"Canada,Europe,US"
REG-00005991,Regulation 0000EIIA,Active,Risk Group,High ,RQMT-00022132,Sub-Requirement KKJLK,,,"Canada,US"
REG-00005991,Regulation 0000EIIA,Active,Risk Group,High ,RQMT-00022100,Sub-Requirement KKJ00,,,"Canada,US"
REG-00005991,Regulation 0000EIIA,Active,Risk Group,High ,RQMT-00022099,Sub-Requirement KK0RR,,,"Canada,Europe,US"
REG-00005991,Regulation 0000EIIA,Active,Risk Group,High ,RQMT-00022015,Sub-Requirement KK0JN,,,"Canada,US"
REG-00005991,Regulation 0000EIIA,Active,Risk Group,High ,RQMT-00022014,Sub-Requirement KK0JM,,,"Canada,US"
REG-00005991,Regulation 0000EIIA,Active,Risk Group,High ,RQMT-00022013,Sub-Requirement KK0JL,,,"Canada,Europe,US"
REG-00005991,Regulation 0000EIIA,Active,Risk Group,High ,RQMT-00022154,Sub-Requirement KKJNM,,,"Canada,US"
REG-00005991,Regulation 0000EIIA,Active,Risk Group,High ,RQMT-00022153,Sub-Requirement KKJNL,,,Canada
REG-00005991,Regulation 0000EIIA,Active,Risk Group,High ,RQMT-00022131,Sub-Requirement KKJLJ,,,Canada
REG-00005991,Regulation 0000EIIA,Active,Risk Group,High ,RQMT-00022130,Sub-Requirement KKJL0,,,Canada
REG-00005991,Regulation 0000EIIA,Active,Risk Group,High ,RQMT-00022098,Sub-Requirement KK0RQ,,,Canada
REG-00005991,Regulation 0000EIIA,Active,Risk Group,High ,RQMT-00022097,Sub-Requirement KK0RP,,,Canada
REG-00005991,Regulation 0000EIIA,Active,Risk Group,High ,RQMT-00022012,Sub-Requirement KK0JK,,,"Canada,US"
REG-00005991,Regulation 0000EIIA,Active,Risk Group,High ,RQMT-00022011,Sub-Requirement KK0JJ,,,Canada
REG-00005991,Regulation 0000EIIA,Active,Risk Group,High ,,,CTRL-00002510,Control  - WEBAQJXMJLWMRK,"Canada,US"
REG-00005991,Regulation 0000EIIA,Active,Risk Group,High ,,,CTRL-00002416,Control  - JZNURKVRWDTWRL,"Canada,US"
REG-00005991,Regulation 0000EIIA,Active,Risk Group,High ,,,CTRL-00002149,Control  - TDWZPDOOWTEQSE,"Canada,Europe,US"
REG-00005991,Regulation 0000EIIA,Active,Risk Group,High ,RQMT-00022129,Sub-Requirement KKJKR,,,"Canada,US"
REG-00005991,Regulation 0000EIIA,Active,Risk Group,High ,RQMT-00022128,Sub-Requirement KKJKQ,,,"Canada,US"
REG-00005991,Regulation 0000EIIA,Active,Risk Group,High ,RQMT-00022096,Sub-Requirement KK0RO,,,"Canada,Europe,US"
REG-00005991,Regulation 0000EIIA,Active,Risk Group,High ,RQMT-00022095,Sub-Requirement KK0RN,,,Canada
REG-00005991,Regulation 0000EIIA,Active,Risk Group,High ,RQMT-00022010,Sub-Requirement KK0J0,,,"Canada,Europe,US"
REG-00005991,Regulation 0000EIIA,Active,Risk Group,High ,RQMT-00022229,Sub-Requirement KKKKR,,,"Canada,Europe,US"
REG-00005991,Regulation 0000EIIA,Active,Risk Group,High ,RQMT-00022228,Sub-Requirement KKKKQ,,,"Canada,US"
REG-00005991,Regulation 0000EIIA,Active,Risk Group,High ,RQMT-00022227,Sub-Requirement KKKKP,,,"Canada,US"
REG-00005991,Regulation 0000EIIA,Active,Risk Group,High ,RQMT-00022127,Sub-Requirement KKJKP,,,"Canada,Europe,US"
REG-00005991,Regulation 0000EIIA,Active,Risk Group,High ,RQMT-00022126,Sub-Requirement KKJKO,,,Canada
REG-00005991,Regulation 0000EIIA,Active,Risk Group,High ,RQMT-00022094,Sub-Requirement KK0RM,,,Canada
REG-00005991,Regulation 0000EIIA,Active,Risk Group,High ,RQMT-00022093,Sub-Requirement KK0RL,,,"Canada,US"
REG-00005991,Regulation 0000EIIA,Active,Risk Group,High ,RQMT-00022092,Sub-Requirement KK0RK,,,"Canada,Europe,US"
REG-00005991,Regulation 0000EIIA,Active,Risk Group,High ,RQMT-00022009,Sub-Requirement KK00R,,,"Canada,US"
REG-00005991,Regulation 0000EIIA,Active,Risk Group,High ,,,CTRL-00003787,Control  - WGRVWGUABINPQR,"Canada,US"
REG-00005991,Regulation 0000EIIA,Active,Risk Group,High ,RQMT-00022125,Sub-Requirement KKJKN,,,"Canada,Europe,US"
REG-00005991,Regulation 0000EIIA,Active,Risk Group,High ,RQMT-00022124,Sub-Requirement KKJKM,,,"Canada,Europe,US"
REG-00005991,Regulation 0000EIIA,Active,Risk Group,High ,RQMT-00022123,Sub-Requirement KKJKL,,,"Canada,Europe,US"
REG-00005991,Regulation 0000EIIA,Active,Risk Group,High ,RQMT-00022091,Sub-Requirement KK0RJ,,,"Canada,Europe,US"
REG-00005991,Regulation 0000EIIA,Active,Risk Group,High ,RQMT-00022090,Sub-Requirement KK0R0,,,"Canada,Europe,US"
REG-00005991,Regulation 0000EIIA,Active,Risk Group,High ,RQMT-00022008,Sub-Requirement KK00Q,,,"Canada,Europe,US"
REG-00005991,Regulation 0000EIIA,Active,Risk Group,High ,,,CTRL-00002147,Control  - GVTXDNKZUCDMOT,"Canada,Europe,US"
REG-00005991,Regulation 0000EIIA,Active,Risk Group,High ,,,CTRL-00002145,Control  - SPTPTACSNTYDBP,Canada
REG-00005991,Regulation 0000EIIA,Active,Risk Group,High ,,,CTRL-00000989,Control  - FFUXIPJBOGVTJT,Canada
REG-00005991,Regulation 0000EIIA,Active,Risk Group,High ,RQMT-00022122,Sub-Requirement KKJKK,,,"Canada,US"
REG-00005991,Regulation 0000EIIA,Active,Risk Group,High ,RQMT-00022121,Sub-Requirement KKJKJ,,,Canada
REG-00005991,Regulation 0000EIIA,Active,Risk Group,High ,RQMT-00022089,Sub-Requirement KK0QR,,,"Canada,US"
REG-00005991,Regulation 0000EIIA,Active,Risk Group,High ,RQMT-00022088,Sub-Requirement KK0QQ,,,Canada
REG-00005991,Regulation 0000EIIA,Active,Risk Group,High ,RQMT-00022087,Sub-Requirement KK0QP,,,"Canada,Europe,US"
REG-00005991,Regulation 0000EIIA,Active,Risk Group,High ,RQMT-00022086,Sub-Requirement KK0QO,,,"Canada,Europe,US"
REG-00005991,Regulation 0000EIIA,Active,Risk Group,High ,RQMT-00022007,Sub-Requirement KK00P,,,Canada
REG-00005991,Regulation 0000EIIA,Active,Risk Group,High ,RQMT-00022006,Sub-Requirement KK00O,,,Canada
REG-00005991,Regulation 0000EIIA,Active,Risk Group,High ,RQMT-00022225,Sub-Requirement KKKKN,,,"Canada,Europe,US"
REG-00005991,Regulation 0000EIIA,Active,Risk Group,High ,RQMT-00022223,Sub-Requirement KKKKL,,,"Canada,Europe,US"
REG-00005991,Regulation 0000EIIA,Active,Risk Group,High ,RQMT-00022156,Sub-Requirement KKJNO,,,"Canada,Europe,US"
REG-00005991,Regulation 0000EIIA,Active,Risk Group,High ,RQMT-00022120,Sub-Requirement KKJK0,,,"Canada,US"
REG-00005991,Regulation 0000EIIA,Active,Risk Group,High ,RQMT-00022119,Sub-Requirement KKJJR,,,"Canada,US"
REG-00005991,Regulation 0000EIIA,Active,Risk Group,High ,RQMT-00022085,Sub-Requirement KK0QN,,,"Canada,US"
REG-00005991,Regulation 0000EIIA,Active,Risk Group,High ,RQMT-00022084,Sub-Requirement KK0QM,,,"Canada,Europe,US"
REG-00005991,Regulation 0000EIIA,Active,Risk Group,High ,RQMT-00022005,Sub-Requirement KK00N,,,Canada
REG-00005991,Regulation 0000EIIA,Active,Risk Group,High ,RQMT-00022004,Sub-Requirement KK00M,,,"Canada,US"
REG-00005991,Regulation 0000EIIA,Active,Risk Group,High ,RQMT-00022003,Sub-Requirement KK00L,,,"Canada,Europe,US"
REG-00005991,Regulation 0000EIIA,Active,Risk Group,High ,RQMT-00022002,Sub-Requirement KK00K,,,Canada
REG-00005991,Regulation 0000EIIA,Active,Risk Group,High ,RQMT-00022001,Sub-Requirement KK00J,,,"Canada,US"
REG-00005991,Regulation 0000EIIA,Active,Risk Group,High ,,,CTRL-00003785,Control  - QPYNORAWPPPEIK,"Canada,Europe,US"
REG-00005991,Regulation 0000EIIA,Active,Risk Group,High ,,,CTRL-00003783,Control  - WFKJJLLAZMIBJP,"Canada,US"
REG-00005991,Regulation 0000EIIA,Active,Risk Group,High ,,,CTRL-00003782,Control  - YPDDUJOTHHGRMJ,"Canada,US"
REG-00005991,Regulation 0000EIIA,Active,Risk Group,High ,RQMT-00022118,Sub-Requirement KKJJQ,,,"Canada,US"
REG-00005991,Regulation 0000EIIA,Active,Risk Group,High ,RQMT-00022117,Sub-Requirement KKJJP,,,Canada
REG-00005991,Regulation 0000EIIA,Active,Risk Group,High ,RQMT-00022083,Sub-Requirement KK0QL,,,"Canada,US"
REG-00005991,Regulation 0000EIIA,Active,Risk Group,High ,RQMT-00022082,Sub-Requirement KK0QK,,,"Canada,US"
REG-00005991,Regulation 0000EIIA,Active,Risk Group,High ,RQMT-00022000,Sub-Requirement KK000,,,"Canada,US"
REG-00005991,Regulation 0000EIIA,Active,Risk Group,High ,RQMT-00021999,Sub-Requirement KJRRR,,,Canada
REG-00005991,Regulation 0000EIIA,Active,Risk Group,High ,RQMT-00021998,Sub-Requirement KJRRQ,,,"Canada,Europe,US"
REG-00005991,Regulation 0000EIIA,Active,Risk Group,High ,,,CTRL-00000344,Control  - VFOFMOFTDSRWUA,"Canada,Europe,US"
REG-00005991,Regulation 0000EIIA,Active,Risk Group,High ,,,CTRL-00000246,Control  - KUUKUINMDNZSSR,Canada
REG-00005991,Regulation 0000EIIA,Active,Risk Group,High ,,,,,Canada
REG-00005991,Regulation 0000EIIA,Active,Risk Group,High ,,,,,"Canada,Europe,US"
REG-00005991,Regulation 0000EIIA,Active,Risk Group,High ,,,,,Canada
REG-00005991,Regulation 0000EIIA,Active,Risk Group,High ,RQMT-00022116,Sub-Requirement KKJJO,,,"Canada,Europe,US"
REG-00005991,Regulation 0000EIIA,Active,Risk Group,High ,RQMT-00022115,Sub-Requirement KKJJN,,,"Canada,US"
REG-00005991,Regulation 0000EIIA,Active,Risk Group,High ,RQMT-00022081,Sub-Requirement KK0QJ,,,Canada
REG-00005991,Regulation 0000EIIA,Active,Risk Group,High ,RQMT-00022080,Sub-Requirement KK0Q0,,,Canada
REG-00005991,Regulation 0000EIIA,Active,Risk Group,High ,RQMT-00021997,Sub-Requirement KJRRP,,,"Canada,US"
REG-00005991,Regulation 0000EIIA,Active,Risk Group,High ,RQMT-00022152,Sub-Requirement KKJNK,,,Canada
REG-00005991,Regulation 0000EIIA,Active,Risk Group,High ,RQMT-00022151,Sub-Requirement KKJNJ,,,"Canada,US"
REG-00005991,Regulation 0000EIIA,Active,Risk Group,High ,RQMT-00022150,Sub-Requirement KKJN0,,,"Canada,US"
REG-00005991,Regulation 0000EIIA,Active,Risk Group,High ,RQMT-00022149,Sub-Requirement KKJMR,,,Canada
REG-00005991,Regulation 0000EIIA,Active,Risk Group,High ,RQMT-00022114,Sub-Requirement KKJJM,,,Canada
REG-00005991,Regulation 0000EIIA,Active,Risk Group,High ,RQMT-00022113,Sub-Requirement KKJJL,,,"Canada,US"
REG-00005991,Regulation 0000EIIA,Active,Risk Group,High ,RQMT-00022079,Sub-Requirement KK0PR,,,"Canada,Europe,US"
REG-00005991,Regulation 0000EIIA,Active,Risk Group,High ,RQMT-00022078,Sub-Requirement KK0PQ,,,Canada
REG-00005991,Regulation 0000EIIA,Active,Risk Group,High ,RQMT-00022077,Sub-Requirement KK0PP,,,"Canada,US"
REG-00005991,Regulation 0000EIIA,Active,Risk Group,High ,RQMT-00021996,Sub-Requirement KJRRO,,,"Canada,Europe,US"
REG-00005991,Regulation 0000EIIA,Active,Risk Group,High ,RQMT-00022148,Sub-Requirement KKJMQ,,,Canada
REG-00005991,Regulation 0000EIIA,Active,Risk Group,High ,RQMT-00022147,Sub-Requirement KKJMP,,,Canada
REG-00005991,Regulation 0000EIIA,Active,Risk Group,High ,RQMT-00022146,Sub-Requirement KKJMO,,,Canada
REG-00005991,Regulation 0000EIIA,Active,Risk Group,High ,RQMT-00022112,Sub-Requirement KKJJK,,,"Canada,US"
REG-00005991,Regulation 0000EIIA,Active,Risk Group,High ,RQMT-00022111,Sub-Requirement KKJJJ,,,Canada
REG-00005991,Regulation 0000EIIA,Active,Risk Group,High ,RQMT-00022076,Sub-Requirement KK0PO,,,Canada
REG-00005991,Regulation 0000EIIA,Active,Risk Group,High ,RQMT-00022075,Sub-Requirement KK0PN,,,"Canada,Europe,US"
REG-00005991,Regulation 0000EIIA,Active,Risk Group,High ,RQMT-00021995,Sub-Requirement KJRRN,,,Canada
REG-00005991,Regulation 0000EIIA,Active,Risk Group,High ,RQMT-00021994,Sub-Requirement KJRRM,,,"Canada,US"
REG-00005991,Regulation 0000EIIA,Active,Risk Group,High ,RQMT-00022145,Sub-Requirement KKJMN,,,"Canada,US"
REG-00005991,Regulation 0000EIIA,Active,Risk Group,High ,RQMT-00022110,Sub-Requirement KKJJ0,,,"Canada,US"
REG-00005991,Regulation 0000EIIA,Active,Risk Group,High ,RQMT-00022109,Sub-Requirement KKJ0R,,,"Canada,US"
REG-00005991,Regulation 0000EIIA,Active,Risk Group,High ,RQMT-00022074,Sub-Requirement KK0PM,,,"Canada,US"
